race,sex,LSAT,UGPA,ZFYA,first_pf
White,2,41,2.9,-0.28,1
White,2,40,3,-0.62,1
White,2,32,3.4,-0.75,1
Hispanic,1,24,2.9,-1.38,0
Puertorican,2,36,3,-1.04,1
White,2,37.5,3.4,0.95,1
White,2,44,2.7,0.35,1
White,1,38,2.9,-0.17,1
Asian,2,40,3.2,-0.59,0
White,2,37,3.5,-1.02,1
White,2,37.5,2.8,0.17,1
Hispanic,1,42,3.3,1.33,1
Black,1,25,2.7,0.97,1
White,2,39,3.2,1.37,1
White,2,26.5,3.9,-2.23,0
White,2,38,3.3,-0.95,0
White,1,37,2.5,-0.46,1
White,1,38,3.8,0.9,1
Hispanic,1,36,3.7,0.26,0
White,2,47,3.3,1.64,1
White,2,39.5,3.2,1.49,1
White,2,31,2.7,-1.6,0
White,1,33,3.9,0.28,1
White,1,35.5,3.3,1.22,1
White,2,30,3.2,-1.51,0
White,1,40,3.3,1.96,1
White,2,39,2.9,-0.06,1
White,1,41,3.3,0.48,1
White,2,46,2.9,1.02,1
White,2,39,3,0.68,1
White,2,40,3.1,0.7,1
White,1,29.5,3.3,1.24,1
White,2,40,2.9,-0.21,1
White,2,38,3,1.3,1
White,1,40,2.8,0.64,1
White,2,38,3.2,-1.85,1
White,2,36,3.3,0.43,1
White,2,36,3,-0.8,1
White,2,33,3.1,-0.24,1
White,2,39,3.1,0.61,1
White,2,39,3,0.59,1
White,2,36,2.8,1.02,1
White,2,45,2.7,0.77,1
White,1,34,3.9,1.28,1
White,1,35,3.3,-0.18,1
White,2,38,3.5,-1.95,0
White,1,37,3.7,1.94,1
White,2,32,3.2,-0.14,1
White,2,39,2.5,1.7,1
White,2,38,3.8,1.38,1
White,1,37,3.7,0.95,1
White,2,36,3.1,-1.06,1
White,2,41,3.9,1.94,1
White,2,34,3.9,1.44,1
White,2,42,2.5,0,1
White,1,30.5,3.3,-0.52,1
White,2,34,3.2,-0.96,1
White,1,32,3,-0.72,0
White,2,32,2.8,-1.02,1
White,2,33,3.5,-0.44,0
White,2,42,2.7,1.13,1
White,2,31,3.3,-0.24,1
White,2,33.5,3.1,1.07,1
White,2,32,3,-1.12,0
White,2,33,3.3,1.23,1
White,2,33.5,3.4,0.45,1
White,2,41,3,0.27,0
White,2,37,3.2,0.02,1
Black,1,30,3.2,1.17,1
White,2,39,2.9,-0.74,0
White,2,34,2.7,-1.71,0
White,1,33,3.4,-0.3,1
White,2,40,2.1,-0.28,1
White,2,30,3.2,-0.84,0
White,2,35.5,2.9,1.19,1
White,2,39,3.3,-0.32,1
White,2,35,3.2,0.15,1
White,2,30,3.3,-1.08,1
White,2,40,3.5,1.96,1
White,2,32,3.7,1.44,1
White,2,34,3.7,0.95,1
White,2,35,2.9,-0.26,1
White,2,43,2.5,0.79,1
White,1,32,3.8,0.17,1
White,2,33,2.9,0.33,1
White,1,35,3.2,0,1
White,1,39,2.9,-0.54,1
White,1,25,3.5,1.15,1
White,2,33.5,3.3,0.47,1
White,2,35,3.3,0.87,1
White,2,32,3.2,0.33,1
White,1,43,3.2,1.05,1
White,2,36,3.1,-0.68,1
White,2,38,3.4,-1.51,1
White,1,27,3.5,-1.31,0
White,1,33,3.1,0.11,1
White,2,34,4,-1.36,1
White,1,32,3.2,-0.44,1
White,1,32,3.8,0.81,1
White,1,30,3.6,0.25,1
White,1,40,3.8,1.94,1
White,1,36,3.4,-0.44,1
White,1,37,3.6,0.23,1
White,1,36,3.6,0.09,1
White,2,29.5,3.5,-0.6,1
White,1,29.5,3.1,0.31,1
White,2,28.5,3.7,-0.6,0
White,2,35,3.2,1.23,1
White,1,33,3.6,1.13,1
White,2,31,3.2,-0.52,1
White,1,34,3.4,0.69,1
Black,1,22,3.7,-1.99,0
White,1,33.5,3.7,0.71,1
White,2,37,2.6,-0.4,1
White,2,42,3.1,-0.74,1
White,1,34,3.4,-0.96,1
White,1,35,3.1,-0.42,1
White,2,36,2.8,0,1
Hispanic,2,24.7,2.8,-1.29,1
White,1,39,2.8,-0.14,1
White,2,34,3.2,-0.44,1
Black,1,22,3.1,-1.63,0
White,1,38,2.8,-0.74,1
White,2,34,2.6,-0.9,1
White,1,36,3.1,-0.24,1
White,2,37,2.8,1.19,1
Asian,2,39,2.6,-0.92,1
White,2,30,3.6,1.42,1
White,2,38,2.6,0.15,1
White,1,35,3.6,1.07,1
White,1,34,3,0.15,1
White,2,33.5,3.5,-1.41,0
White,1,37,2.5,0.37,1
White,2,26.7,3.5,-0.28,1
White,2,38,2.6,-1.47,0
White,1,39,3.5,1.96,1
White,1,33,3.3,0.25,1
White,2,35,2.4,0.47,1
White,2,36,2.8,0.97,1
Black,1,35,2.3,-1.29,0
White,1,35,3.5,1.56,1
White,1,40,2.6,0.35,0
White,2,35,3,0.42,1
White,2,41,3,1.13,1
White,2,36,3.2,-0.42,0
White,2,32,3.5,0.61,1
White,2,34,2.7,0.19,1
White,2,34,3.2,-0.76,0
White,1,43,3.5,2,1
Black,1,28,2.1,-1.06,0
White,2,34,2.7,-0.92,1
White,1,42,3.7,0.77,1
White,1,35,3.5,0.39,1
White,1,31.5,3.2,-0.14,1
White,2,40,2.8,1.05,1
White,2,35,2.9,0.55,1
White,2,29.5,3.1,-0.68,1
White,2,30,3.5,-0.64,1
White,2,30,3.2,0.02,1
White,1,37,3.7,0.08,1
White,2,36,3.1,1.7,1
White,1,34,3.3,1.13,1
White,1,32,3.4,-1.99,0
White,2,37,2.8,0.93,1
White,1,29,3.3,-0.12,1
White,2,35,3.7,-0.54,1
White,2,34,3.1,-0.08,1
White,1,43,3.2,0.85,1
White,1,33,3.3,-0.3,1
White,1,29,3.9,1.05,1
White,1,36,3.1,0,1
White,1,39,3,0.49,1
White,1,32,2.8,-1.69,0
White,1,34,3.1,-0.38,0
White,1,38,3,0.47,1
White,1,34,3.4,0.55,1
White,2,36,3,-0.94,0
White,1,36,3,0.61,1
White,2,37,3.9,-0.36,1
White,1,31,3.5,-1.54,0
White,2,34,3.5,-0.32,1
White,2,33,3.6,0,1
White,2,28,3.4,-0.92,1
White,2,36,3.1,-0.74,0
White,2,38,2.8,1.29,1
White,2,35,2.8,0.85,1
White,2,30.5,3.2,-0.08,1
White,1,37,2.8,0.23,1
White,2,32,2.9,-1.49,1
White,2,37,2.1,0.32,1
White,1,31,3.4,-0.28,1
Black,2,32,3.2,-0.44,1
White,2,38,2.7,1.07,1
White,2,39,2.7,1.01,1
White,1,37,3.6,0.69,1
White,1,42,3.2,0.99,1
White,2,34.5,2.9,-0.28,0
White,2,31,3.2,-0.6,1
White,2,34,2.4,0.77,1
White,1,39,2.9,0.79,1
White,1,29,3.1,-1.27,1
White,1,31,3.2,-0.31,0
White,2,35,3.4,-0.34,0
Asian,1,27,2.9,0.28,1
White,2,29.5,3,0.22,1
White,1,27.5,2.4,-0.16,0
White,2,33,2.9,0.14,0
White,2,34,2.2,-0.54,1
White,2,29.5,2.6,0.22,1
White,2,44,2.6,-0.05,0
White,2,36,2.4,-0.92,0
White,2,26.3,2.8,0.92,0
White,1,29,2.9,-0.05,1
White,2,36.5,2.1,-0.57,0
White,2,34,3.5,0.35,0
White,2,31,2.8,1.1,1
White,2,32,3.2,1.15,1
White,1,35,2.8,-0.4,0
White,2,30,3.3,0.66,1
White,2,34,3.2,1.97,1
White,2,36,2.6,0.74,1
White,2,34,2.6,0.27,1
White,2,28,2.6,0.66,0
White,2,31,2.8,1.01,1
White,2,37,2.9,1.24,1
White,2,38,2.3,0.04,1
White,2,40,2.6,1.04,1
White,2,33,2.4,-0.42,1
White,2,38,2.6,-0.98,1
White,1,31,2.5,-0.92,1
White,2,28.5,2.7,1.44,1
White,1,33,2.8,-0.13,1
Black,2,33,3,0.86,1
White,1,29,3.3,-0.22,0
White,2,33,2.9,-0.57,1
White,1,34,3.4,0.1,1
White,2,35,2.2,0.63,1
White,2,30.5,2.8,1.06,1
White,2,37,3.2,0.42,1
White,2,38,2.6,1.01,1
White,2,40,2.5,-0.34,0
White,2,32,3.2,1.26,1
White,2,33,2.6,-0.66,1
White,1,34,2.9,-1.3,1
White,1,39,2.7,0.01,0
Hispanic,2,36,3.3,0.51,1
White,1,37,2.6,-0.46,0
White,2,28.5,2.8,-1.06,1
White,1,30.5,3.1,0.22,1
White,2,29.5,2.6,0.98,1
White,2,28,3,0.13,0
White,1,32,2.4,1.1,1
White,1,30.5,3.2,0.8,0
White,1,37,3.8,1.23,1
White,2,35,2.5,0.42,1
White,2,30,2.9,0.07,0
White,2,35,2.4,0.59,0
White,1,34,2.6,0.54,0
White,1,32,3,1.04,1
White,2,28,3.2,-0.6,1
White,2,25,2.5,-0.34,0
White,2,38,3.1,2.38,1
White,1,33,3.5,1.06,1
White,2,32,2.6,0.28,1
Black,1,35,3,1.56,1
White,2,34,3.3,0.02,1
White,2,30,2.7,-0.28,1
White,2,35,2.4,0.8,1
White,2,32,3.3,0.48,1
White,1,32,2.7,0.13,1
White,1,28,2.9,-0.66,0
White,2,36,3.4,0.07,1
Hispanic,2,24.5,3,-0.05,0
White,1,39,3.5,0.53,1
White,1,32,2.7,0.74,1
White,2,31,3.2,1.3,1
White,1,35.5,2.8,0.33,0
White,1,39,3,0.3,1
White,1,35.5,2.3,2.26,1
White,2,37.5,2.7,-0.42,1
White,2,30.5,2.9,0.77,1
White,2,29,2.6,-0.59,1
White,2,34,2.5,-0.4,0
White,1,26,3,-0.08,1
White,2,34,2.9,0.39,1
White,1,34,3.2,-0.08,0
White,2,31,3.1,0.8,1
White,2,35,2.8,0.01,0
White,2,28,3,0.13,0
White,2,33,2.7,1.79,1
White,2,33,2.7,-0.1,1
Mexican,1,30,2.8,-0.03,1
White,2,33,2.9,0.74,0
White,2,36,2.9,0.98,1
White,2,30,2.5,1.04,1
White,2,36,2.7,0.86,1
White,2,29,3.1,0.19,1
White,2,32,2.8,-0.34,0
White,2,35,2,-0.86,1
White,1,34,3.2,-0.46,0
White,2,28,2.6,0.42,1
White,2,32,2.5,-0.86,0
White,2,35,2.7,1.85,1
White,2,33,2.6,0.01,0
White,2,33,3.1,1.15,1
White,1,30,3.1,0.54,1
Other,1,40,3,2.29,1
White,1,35,3.5,1.08,1
White,1,32,3.6,-0.68,1
White,2,30,3.2,0.24,1
White,1,32.5,3.9,0.62,1
White,2,30,3.3,0.95,1
White,1,34,2.9,0.03,1
White,2,31.5,3,-0.52,1
White,1,26,3.6,-0.47,0
White,2,36,2.8,0.37,1
White,2,32,2.9,-0.88,1
White,2,30,3.3,1.2,1
White,1,35,3.2,2.06,1
White,2,33,2.9,-0.79,1
White,1,33,3.2,0.35,1
Amerindian,1,28,2.5,0.37,0
White,2,30.5,2.6,-1.15,1
White,2,39,3.6,1.26,1
White,1,34,3.2,1.22,1
White,2,31,3,0.98,1
White,2,33,2.9,0.19,1
White,1,30,3.1,-0.25,1
White,1,35,3.1,0.03,1
Other,2,33,3.1,-0.63,1
Black,2,38,2.7,1.17,1
White,2,37,2.7,1.2,1
White,2,32,2.9,-0.88,0
Other,2,37,2.6,-0.52,1
White,2,37,2.7,0.21,0
White,1,30,3.2,-1.33,1
White,2,40,3.6,0.22,1
White,1,35,3.4,0.02,1
White,2,40,3.1,1.69,1
White,2,32,2.7,-0.03,1
White,1,30.5,3,-0.25,1
White,2,33,3,-0.17,1
White,1,37,3.3,0.63,1
White,2,31,3,0.83,1
White,1,34,3.2,-1.01,1
White,1,32,3.3,1.3,1
White,2,42,2.5,0.95,1
White,2,38,2.7,0.04,0
White,2,40,2.4,0.49,1
White,1,29,3.2,-1.37,1
White,2,32,2.6,-0.63,1
White,2,31,3.4,-1.06,0
White,2,33,3,-1.42,1
White,2,31.5,2.9,-0.66,0
White,2,32,3.4,-0.14,1
White,2,35,3.1,0.39,1
White,1,33,3.1,-0.36,1
White,1,33,3.6,0.46,1
White,1,42,3.2,0.35,1
White,1,30,2.4,-1.1,1
White,1,30,3.8,-0.22,0
White,2,42,3.8,0.05,1
White,1,40,2.7,-0.14,1
White,2,32.5,3.1,-0.19,1
White,2,38,2.6,-0.3,1
White,2,33,3.1,1.25,1
White,2,35,2.6,-0.39,1
White,1,38,3.7,0.35,1
White,2,34,3.3,0.68,1
White,2,28,3.4,-0.36,1
White,2,37,2.8,0.4,1
White,2,28.5,3.4,0.1,1
White,2,41,3.1,0.81,1
White,2,33,2.8,0,1
Other,1,31,3.2,-0.17,1
White,1,34,3.1,1.03,1
White,1,40,3.1,0.84,1
White,1,43,4,2.18,1
White,2,40,3.2,0.84,1
White,1,32,2.9,0.52,1
White,2,33,3.5,0.62,1
White,2,30,3.7,1.82,1
White,1,32,3.3,0.28,1
White,2,30,2.7,-0.47,1
White,2,31.5,3.3,1.11,1
White,2,37,3,-0.54,1
White,1,30.5,3.3,0.68,1
White,1,30,3.1,1.86,1
White,2,30.5,3.7,1.37,1
White,1,33,3.4,1.65,1
White,2,37,2.4,-0.17,1
White,2,32,3,0.37,1
White,1,34,3.2,0.15,1
White,2,38,2.9,0.24,1
White,2,31,3.1,-0.39,1
White,2,37,3,-1.15,1
White,1,36,3,0.98,1
White,2,35,3.2,1.3,1
White,1,32,3.2,-0.47,1
White,1,33,3.7,0.57,1
Black,1,20.5,2.9,-1.77,0
White,1,37,2.9,0,1
White,2,33,3.1,-0.71,1
White,2,33,2.9,1.08,1
White,1,37,3.4,0.21,1
White,2,27,3.5,0.24,1
White,1,32,3.1,0.03,1
White,2,33.5,2.9,0.46,1
Hispanic,1,24,3.1,-0.03,1
White,2,33,2.8,0.46,1
White,2,34,2.9,1.08,1
White,2,33,2.8,0.68,1
White,1,37,3.3,0.08,1
White,2,32,3.1,-0.96,1
White,2,29,3.2,-0.17,1
White,1,33,3,-0.39,1
White,2,30,3.5,-0.88,0
White,1,31.5,3.2,0.17,1
White,1,29,3.4,0.27,1
White,1,38,3,1.15,1
White,2,30,3.6,0.98,1
White,2,37,3.3,0.3,1
White,1,31,3.3,0.44,1
White,2,30.5,3.3,0.57,1
White,2,33,2.9,1.44,1
White,1,34,2.9,-0.05,1
White,2,31.5,2.9,-0.25,1
White,1,30,3.5,-1.32,1
White,2,31,3,0.32,1
White,2,31,3.6,0.46,1
White,1,35,3,1.55,1
White,2,32,2.9,0.49,1
White,1,34,3,-0.14,1
White,1,36,2.6,-0.17,1
White,2,31,3.1,1.18,1
White,2,32,2.9,-0.08,1
White,2,38,3.4,1.6,1
White,1,36,3.3,-0.39,1
White,1,27,3,-0.44,1
White,2,31,3,0.1,1
White,1,35,3.2,1.44,1
White,1,28,3.4,-0.3,1
White,1,32,3.6,0.4,1
White,2,28.5,3.8,-0.86,1
White,2,36,2.5,0.43,1
White,2,39,3.2,0.85,1
White,2,35.5,3.3,-0.2,1
White,2,35,2.7,-0.32,1
Other,2,38,3.4,1.13,1
White,2,36,2.6,1.69,1
White,2,36,2.9,0.26,1
White,2,37,2.5,-0.49,0
Black,1,36,2.3,1.5,1
White,2,36,2.9,0.08,1
White,2,40,3.3,0.18,1
White,2,35,2.7,0.39,1
Black,1,27,2.1,-1.61,0
White,2,39,2.8,1.34,1
Asian,2,32.5,3.1,0.71,1
Asian,2,34,2.8,-0.2,0
White,1,34,3,-0.03,0
White,2,34,3.1,2.53,1
White,2,35,2.8,0.64,1
White,1,32,3.4,1.34,1
White,1,37,2.9,-0.34,0
White,1,31,2.6,0.12,1
White,1,36,2.3,1.44,1
White,1,33,3.1,-0.41,1
Other,1,33.5,2.6,-0.62,0
White,1,38,3,-0.45,1
White,2,34.5,3.2,0.75,1
White,2,41,2.3,0.64,1
Other,1,36,2.8,-0.24,1
Asian,1,30.5,3.3,0.16,1
White,2,32,2.6,0.05,0
Asian,2,33,3,0.16,1
White,1,38,2.5,0.52,1
Asian,2,33,3,0.01,0
White,1,35,2.6,1.23,1
White,1,37,2.8,-0.09,1
White,2,41,2.9,2.07,1
Other,2,36,3,1.25,1
White,1,35.5,2.8,-0.76,0
Amerindian,2,33,3.3,0.85,1
White,2,46,2.2,2.72,1
White,2,35,2.5,-0.2,1
Asian,1,34,2.8,-0.13,1
Other,2,29.3,2.7,-0.24,0
White,2,41,2.8,-0.39,1
White,1,35.5,2.5,-0.03,0
White,1,36,2.8,-0.24,0
White,2,39,3.8,2.07,1
Asian,2,32.5,3.4,2.11,1
Asian,2,30,2.7,-0.74,1
Asian,1,30,2.9,-0.2,0
Asian,2,35,2.6,0.66,1
White,1,37,2.9,0.92,1
Other,1,42,3.4,1.17,1
Asian,2,36,2.2,0.81,0
White,1,37,3.8,2.26,1
Asian,2,41,2.5,-0.53,1
White,2,32.5,2.8,-0.45,0
White,1,43,3.2,1.36,1
White,2,37,2.5,1.52,1
Asian,1,33,3.2,0.45,1
Hispanic,1,28,2.9,-0.03,1
White,1,42,2.9,0.1,1
White,1,43,2.7,1.5,1
Asian,1,38,3.6,0.81,1
White,2,35,2.8,1.27,1
Asian,1,40,2.8,0.92,1
Black,1,24.5,2.9,-2.63,0
White,2,39,3,-0.62,1
White,2,34,3,0.96,1
White,2,35,2.6,-0.64,1
White,2,41,2.5,2.58,1
Asian,2,33,2.4,-0.05,0
White,1,34,3,-0.74,1
White,2,42,2.4,-0.49,1
White,1,30.5,3.4,-0.43,0
White,2,35.7,3,-0.13,1
Other,2,34.5,2.9,-0.58,1
Mexican,1,33,4,0.37,1
Hispanic,2,29.5,2.7,-0.43,1
White,2,38,2.3,-0.49,1
White,1,35,2.8,-0.32,1
White,1,40,2.8,0.71,1
Amerindian,1,32,2.5,-0.97,1
White,2,36,2.8,-0.58,1
White,1,40,3,1.76,1
White,2,33,3.2,-0.7,1
White,1,33,3.2,-0.03,1
White,1,33.5,3,-0.34,1
White,1,35,2.8,-0.85,1
White,1,34.5,3.3,0.77,1
White,2,42,2.4,-0.13,1
White,1,35,2.8,-0.79,1
White,2,38,3,-0.18,0
White,1,32.3,2.5,-0.79,1
White,1,35,2.9,-0.32,1
White,2,35,2.4,0.01,1
Asian,2,32.5,2.9,0.05,1
White,1,37,3.5,0.81,1
White,2,36,2.7,0.2,1
White,1,29.7,2.8,-0.58,1
White,1,43,3,1.42,1
White,1,43,3,0.6,1
White,1,41,2.2,-0.32,1
White,1,37,3,-0.7,1
White,1,39,2.5,-1.58,0
White,1,34,3.1,-0.03,1
White,1,32.5,2.8,-0.28,0
White,2,35,3,-0.32,1
White,2,37,3,0.62,1
Asian,2,30,3,-0.18,0
White,1,35,2.9,-0.39,1
White,2,37,2.6,-0.32,1
Asian,1,31,2.7,-0.68,0
White,2,37.5,2.9,0.96,1
White,1,39,2.6,-0.97,0
White,2,41,2.7,-0.49,1
White,2,36,2.8,-0.18,1
White,1,40,2.8,-0.13,1
White,1,39,3.4,1.13,1
White,1,31.5,3.2,-0.34,1
White,1,41,2.7,1.65,1
White,1,38,3.4,-0.68,1
Asian,1,27,2.8,-1.18,0
White,1,40,3.3,1.17,1
Asian,1,36,2.9,-0.34,1
White,1,34.5,2.8,-0.09,1
White,2,35,2.9,-0.24,1
Other,1,40,3.6,1.71,1
White,1,40,2.9,0.6,1
Black,1,25,3.3,-0.43,1
White,2,41,2.7,1.52,1
White,1,38,3.3,-0.89,1
Hispanic,2,38,3.3,0.47,1
White,2,40,2.7,0.37,1
White,1,38,2.6,0.05,1
Asian,2,37,2.1,-0.7,1
White,1,36,3.6,1.21,1
White,2,37,2.9,-0.64,0
White,1,34,3.1,0.45,1
White,2,32,3.6,-0.24,1
White,2,33,3.3,-0.89,1
White,1,38,2.8,0.52,1
White,2,31,3.3,0.35,1
White,2,43,2.6,0.2,1
Other,1,32,3.3,0.08,1
White,1,38,3.2,0.73,1
White,2,41.5,2.4,-0.18,0
White,2,40,2.9,1.71,1
White,2,34,3.1,1.02,1
White,1,30,3.9,-0.93,1
Hispanic,2,38,2.4,-0.66,1
White,1,34,3,-0.41,1
White,2,46,3.4,1.11,1
White,1,40,3.6,0.94,1
White,2,42,3.5,-1.43,1
Black,2,32,2.7,-1.43,1
Black,1,33,3.9,-1.43,1
Black,1,35,3.1,-1.66,1
White,2,45,3.6,1.37,1
White,2,39,3.7,1.17,1
Black,1,41,2.5,-0.64,1
White,2,44,3.6,0.43,1
White,1,46,3.6,0.49,1
Black,1,37,2.4,-0.47,1
White,1,43,3.5,-1.52,1
Black,2,35,2.6,-1.43,1
Asian,2,41,3.3,2.14,1
White,1,38.5,4,-0.03,1
White,1,43,3.6,0.01,1
Asian,1,35,3.4,-0.86,1
White,2,44,3.5,-1,1
White,2,44,3.3,0.06,1
Black,1,32,3.2,-0.85,0
White,1,44,3.5,-0.23,1
White,1,39,3.7,-0.83,1
White,1,43,3.5,0.58,1
Puertorican,2,35,3.5,-1.45,1
White,2,43,3.5,0.63,1
White,1,42,3.6,-0.45,1
Asian,2,43,3.4,0.06,1
Black,1,34,2.9,-0.2,1
Asian,2,42,3.5,-0.77,1
White,2,45,3.5,-0.83,1
White,2,39,3.8,-0.6,1
White,1,43,3.5,-0.23,1
White,2,47,3.7,0.12,1
White,2,39,3.8,1.11,1
White,1,38,3.5,0.63,1
Hispanic,1,39,3.8,-0.63,1
White,2,44,3.4,1.79,1
Black,1,30,3.6,-1.88,0
White,2,43,4,2.17,1
White,1,43,3.5,0.71,1
White,1,44,3.9,2.22,1
White,2,45,3.4,0.66,1
White,2,42,3.7,-0.34,1
White,2,43,3.8,-0.63,1
White,1,42,3.9,2.6,1
White,2,43,3.7,-0.75,1
White,2,43,3.6,0.79,1
Asian,2,41,3.7,1.06,1
White,2,44,3.5,-0.92,1
White,2,44,3.5,1.46,1
White,1,41,3.8,-1.09,1
White,1,41,3.8,-0.34,1
White,2,42,3.6,-0.52,1
White,2,43,3.5,0.06,1
White,2,46,3.5,0.43,1
White,2,42,3.6,1.31,1
White,1,41,3.8,1.73,1
White,2,41,3.8,-0.03,1
White,1,46,3.6,-0.07,1
White,1,44,3.3,-1.29,1
White,1,47,3.6,0.82,1
White,1,40,3.7,0.34,1
White,2,43,3.9,1,1
White,2,42,3.8,-0.92,1
Hispanic,1,40,2.9,0.68,1
White,2,41,3.6,0.66,1
Hispanic,2,31.5,3.3,-0.55,1
White,2,41,3.7,0.2,1
White,1,48,3.3,-0.03,1
White,2,41,3.6,-0.8,1
Asian,1,45,3.4,-0.26,1
Hispanic,2,39,2.9,-1.43,0
White,2,46,3.4,-1.06,1
White,2,46,3.5,-0.5,1
White,2,42,4,-1.66,1
Asian,1,39,3.5,-0.4,1
White,1,40,3.7,0.28,1
White,2,45,3.5,0.85,1
White,2,41,3.8,0.36,1
White,1,39,3.7,0.06,1
Black,2,40,2.7,-1.37,1
White,2,44,3.5,1.33,1
White,2,47,3.5,0.91,1
White,1,42,3.8,0.86,1
White,1,40,3.9,0.06,1
White,1,40,3.6,0.68,1
Black,1,32,3,-0.55,1
White,1,42,3.5,-0.07,1
White,2,41,4,-1.06,1
White,2,46,3.5,-0.34,1
White,2,40.5,3.6,0.11,1
White,2,44,3.3,-0.69,1
White,1,42,3.9,-1.29,1
White,2,48,3.6,1.37,1
White,1,44,3.5,-0.69,1
White,2,38,3,-0.26,1
White,2,40,3.5,1.19,1
White,2,45,3.4,-0.69,1
White,2,42,3.9,-0.32,1
White,2,43,3.5,0.63,1
White,2,40,3.6,1.31,1
White,2,46,3.6,0.8,1
White,1,44,3.6,0.48,1
White,2,43,3.7,-1.66,1
Black,1,29,3.1,-0.46,1
White,2,40.3,3.6,-0.34,1
Mexican,2,40,3,-1.43,1
White,2,47,3.3,0.03,1
White,2,43,3.7,0.28,1
White,2,45,3.7,0.34,1
White,2,43,3.6,0.2,1
White,2,42,3.8,1.6,1
White,1,42,3.5,0.55,1
Hispanic,1,39,3.4,-0.26,1
White,2,45,3.3,0.68,1
White,2,44,3.4,1.06,1
White,2,42,3.6,0.57,1
White,1,43,3.5,-0.69,1
White,1,44,3.5,-0.32,1
White,2,38,3.8,0.03,1
Asian,1,45,3.4,0.26,1
Asian,2,42,3.8,0.66,1
Asian,2,41,3.5,-0.12,1
White,1,45,3.5,0.71,1
White,1,42,3.6,0.03,1
White,1,41,3.7,-0.32,1
White,1,42,3.3,-1.15,0
Black,1,35,3.3,-1.66,1
White,1,45,3.4,-0.03,1
Hispanic,2,38,3.5,2.29,1
White,1,39,3.9,0.6,1
White,1,45,3.4,0.43,1
White,2,41,3.4,1.17,1
Hispanic,1,42,3.7,0.28,1
Asian,1,38.5,3.7,-1.23,0
White,2,43,3.6,0.79,1
Asian,1,39,3.7,-0.86,1
Black,1,37,2.9,-1.2,1
White,2,46,3.3,1.54,1
White,1,44,3.5,-0.23,1
Black,2,34,3.1,-1.23,1
White,2,41,3.5,-0.23,1
White,2,43,3.7,0.06,1
White,2,41.5,3.7,1.83,1
White,2,43,3.4,-0.86,1
White,1,44,3.6,1.54,1
White,1,45,3.5,-0.26,1
Asian,1,42,3.6,-1.2,1
White,1,40,3.8,-0.63,1
White,1,45,3.8,-0.29,1
Hispanic,1,41.5,3.7,-1.52,1
Asian,2,47,3.5,-0.42,1
White,2,41,3.6,-0.99,1
White,2,46,3.7,1.83,1
White,1,48,3.5,1.98,1
White,1,30,3.9,0.31,1
White,1,41,3.6,0.36,1
White,2,44,3.5,-0.37,1
White,1,46,3.7,2.2,1
White,2,44,3.4,1.11,1
White,2,39,3.9,1.6,1
White,1,45,3.6,0.43,1
Hispanic,2,38,3.5,-0.55,1
White,2,43,3.6,0.08,1
White,2,38.5,3.8,0.49,1
White,2,44,3.5,0.44,1
White,2,44,3.8,1.6,1
White,2,41,3.5,-0.55,1
White,2,42.5,3.6,0.2,1
White,2,42,3.5,-1.12,1
White,1,41,3.7,-0.37,1
White,1,40,3,-0.29,1
White,1,43,3.8,1.37,1
White,2,46,3.7,1.4,1
White,2,42,3.8,-0.09,1
White,1,40,4,-0.17,1
White,2,39,3.2,-0.03,1
White,2,42,3.7,0.8,1
Asian,2,42,3.5,-0.97,1
Asian,2,39.5,3.5,-0.09,1
White,2,42,3.7,0.77,1
Black,2,38,3.1,-2.12,0
White,2,42,3.7,0.14,1
White,2,38,3.7,0.31,1
Black,1,32,3.1,-0.49,1
Asian,1,37,3.8,-0.92,1
White,1,45,3.6,0.66,1
White,2,43,3.6,0.06,1
Hispanic,2,36,3.4,0.9,1
White,1,46,3.4,0.57,1
White,1,43,3.6,0.26,1
White,2,40,3.1,-0.83,1
White,1,39,3.6,-0.69,1
White,1,44,3.5,-0.55,1
White,2,41,3.8,1.37,1
Black,2,32,3.1,-1.09,1
White,2,41,3.7,0.11,1
White,2,45,3.5,0.48,1
Puertorican,1,30,3.4,-1.2,1
White,1,43,3.8,-0.63,1
White,2,40,3.8,1.54,1
Black,1,25,2.6,-1.62,0
White,1,33,2.8,1.36,1
White,1,38,3,0.13,1
White,1,30,2.5,-1.51,0
White,1,32,3.2,-0.44,1
White,1,30,3.1,-0.31,1
White,2,37,3.3,-0.71,1
White,1,31,3.4,1.31,1
White,2,37,2.8,2.19,1
White,1,34,3.5,-1.12,1
White,2,35,2.8,-0.07,1
White,1,30,3.5,-0.05,1
White,2,35,3,0.76,1
White,2,32,3.3,0.02,1
White,2,34,3.4,1.7,1
White,2,37,3.1,-0.13,0
White,2,33,3.1,0.78,1
White,2,33,3.3,1.09,1
White,1,29,3.6,0.46,1
White,1,39,2.6,0.9,1
White,2,41,2.6,0.48,1
White,1,34,3.1,-1.27,1
White,1,32,3.1,0.74,1
White,2,32,2.8,0.63,1
White,1,33,3.4,0.41,1
White,2,34,3.1,1.73,1
White,1,34,3.3,0.08,1
White,2,32,3.6,0.41,1
White,2,42,3,0.04,1
White,2,42,2.8,-0.16,1
White,1,34,3.2,-0.92,1
White,2,39,2.7,1.16,1
Other,1,30.5,2.7,-0.99,0
White,1,33,3.1,0.59,1
White,2,31,3.4,0.44,1
